"Task ID","Created At","Completed At","Last Modified",Name,Assignee,"Due Date",Tags,Notes,Projects,"Parent Task"
455,2017-03-13,1970-01-01,1970-01-01,"Project Header tile needs to be re-designed keeping memebrs icon there with a task number & progress bar","sadequr_rahman,Maher Murshed",2017-03-13,,,"Navigate Application Development","UX Design, Features and Bug Review"
410,2017-03-01,1970-01-01,1970-01-01,"Remove log in options through social accounts",,2017-03-01,,,"Navigate Application Development","UX Design, Features and Bug Review"
411,2017-03-01,1970-01-01,1970-01-01,"Forgot password button action to be active",,2017-03-01,,,"Navigate Application Development","UX Design, Features and Bug Review"
412,2017-03-01,1970-01-01,1970-01-01,"Change transition speed for My Feed & Chat Panel slide-in","sadequr_rahman,Maher Murshed",2017-03-01,,,"Navigate Application Development","UX Design, Features and Bug Review"
413,2017-03-01,1970-01-01,1970-01-01,"New chat messages should be populated on My Feed","sadequr_rahman,Maher Murshed",2017-03-01,,,"Navigate Application Development","UX Design, Features and Bug Review"
414,2017-03-01,1970-01-01,1970-01-01,"Chat Group members can be added by pressing tab or enter on member's name","sadequr_rahman,Maher Murshed",2017-03-01,,,"Navigate Application Development","UX Design, Features and Bug Review"
415,2017-03-01,1970-01-01,1970-01-01,"Pages to be designed for Project & To-do where there is no data","sadequr_rahman,Maher Murshed",2017-03-01,,,"Navigate Application Development","UX Design, Features and Bug Review"
416,2017-03-01,1970-01-01,1970-01-01,"By default sub-tasks should be expanded","sadequr_rahman,Maher Murshed",2017-03-01,,,"Navigate Application Development","UX Design, Features and Bug Review"
417,2017-03-01,1970-01-01,1970-01-01,"Task & Sub-task row gaps to be fixed","sadequr_rahman,Maher Murshed",2017-03-01,,,"Navigate Application Development","UX Design, Features and Bug Review"
418,2017-03-01,1970-01-01,1970-01-01,"Task Title is not refreshing upon change","sadequr_rahman,Maher Murshed",2017-03-01,,,"Navigate Application Development","UX Design, Features and Bug Review"
419,2017-03-01,1970-01-01,1970-01-01,"Create to-do from a chat text","sadequr_rahman,Maher Murshed",2017-03-01,,,"Navigate Application Development","UX Design, Features and Bug Review"
420,2017-03-01,1970-01-01,1970-01-01,"When chat window pop-out, background screen is not looking nice. Need some options to fix that.","sadequr_rahman,Maher Murshed",2017-03-01,,,"Navigate Application Development","UX Design, Features and Bug Review"
421,2017-03-01,1970-01-01,1970-01-01,"Number of tasks to be printed on dashboard & the circle should show the progress %","sadequr_rahman,Maher Murshed",2017-03-01,,,"Navigate Application Development","UX Design, Features and Bug Review"
422,2017-03-01,1970-01-01,1970-01-01,"Some sort of marking to show that we are on dashboard","sadequr_rahman,Maher Murshed",2017-03-01,,,"Navigate Application Development","UX Design, Features and Bug Review"
423,2017-03-01,1970-01-01,1970-01-01,"Add a calendar when there is no schedule. Calendar section on homepage and it should have option to toggle between calendar and schedule","sadequr_rahman,Maher Murshed",2017-03-01,,,"Navigate Application Development","UX Design, Features and Bug Review"
424,2017-03-01,1970-01-01,1970-01-01,"Weather section should be on right side and much smaller to make that panel smaller","sadequr_rahman,Maher Murshed",2017-03-01,,,"Navigate Application Development","UX Design, Features and Bug Review"
425,2017-03-01,1970-01-01,1970-01-01,"News feed option in My feed section for subscription","sadequr_rahman,Maher Murshed",2017-03-01,,,"Navigate Application Development","UX Design, Features and Bug Review"
426,2017-03-01,1970-01-01,1970-01-01,"Profile Pic & sub-menu fixation - picture is too big with less options now","sadequr_rahman,Maher Murshed",2017-03-01,,,"Navigate Application Development","UX Design, Features and Bug Review"
427,2017-03-01,1970-01-01,1970-01-01,"After creating a new project, stay on that project and cursor should be on new task bar","sadequr_rahman,Maher Murshed",2017-03-01,,,"Navigate Application Development","UX Design, Features and Bug Review"
428,2017-03-01,1970-01-01,1970-01-01,"Sub-task add bar will go away once press ESC or click anywgere on page","sadequr_rahman,Maher Murshed",2017-03-01,,,"Navigate Application Development","UX Design, Features and Bug Review"
429,2017-03-01,1970-01-01,1970-01-01,"Click on Task or Sub-task tile will open the Properties page","sadequr_rahman,Maher Murshed",2017-03-01,,,"Navigate Application Development","UX Design, Features and Bug Review"
432,2017-03-01,1970-01-01,1970-01-01,"In Project & Task properties, add admin & members line should bring list when clicked instead of pressing add button. Add button should be there for novice user.","sadequr_rahman,Maher Murshed",2017-03-01,,,"Navigate Application Development","UX Design, Features and Bug Review"
456,2017-03-01,1970-01-01,1970-01-01,"Remove date bar from project task segment","sadequr_rahman,Maher Murshed",2017-03-01,,,"Navigate Application Development","UX Design, Features and Bug Review"
457,2017-03-01,1970-01-01,1970-01-01,"Put a plus sign right after task title to create sub-task and remove sub-task icon from panel","sadequr_rahman,Maher Murshed",2017-03-01,,,"Navigate Application Development","UX Design, Features and Bug Review"
458,2017-03-01,1970-01-01,1970-01-01,"Use co-owner instead of project admin","sadequr_rahman,Maher Murshed",2017-03-01,,,"Navigate Application Development","UX Design, Features and Bug Review"
459,2017-03-01,1970-01-01,1970-01-01,"End date should be red if that exceeds the current date","sadequr_rahman,Maher Murshed",2017-03-01,,,"Navigate Application Development","UX Design, Features and Bug Review"
460,2017-03-01,1970-01-01,1970-01-01,"Drag-n-drop sub-task from one task header to another","sadequr_rahman,Maher Murshed",2017-03-01,,,"Navigate Application Development","UX Design, Features and Bug Review"
461,2017-03-01,1970-01-01,1970-01-01,"Remove status: Prospecting, Delivered, Completed, Archived","sadequr_rahman,Maher Murshed",2017-03-01,,,"Navigate Application Development","UX Design, Features and Bug Review"
462,2017-03-01,1970-01-01,1970-01-01,"Allow people to Add option to create more status labels and that should be available for others in the same project","sadequr_rahman,Maher Murshed",2017-03-01,,,"Navigate Application Development","UX Design, Features and Bug Review"
463,2017-03-01,1970-01-01,1970-01-01,"Remove project group & add Track your hours","sadequr_rahman,Maher Murshed",2017-03-01,,,"Navigate Application Development","UX Design, Features and Bug Review"
464,2017-03-01,1970-01-01,1970-01-01,"Create a flow-chart for time tracking - review current Microsoft project & timesheet business logics. Master time sheet module to be designed to capture actual hours","sadequr_rahman,Maher Murshed",2017-03-01,,,"Navigate Application Development","UX Design, Features and Bug Review"
466,2017-03-01,1970-01-01,1970-01-01,"Remove color label from to-do","sadequr_rahman,Maher Murshed",2017-03-01,,,"Navigate Application Development","UX Design, Features and Bug Review"
550,2017-03-05,1970-01-01,1970-01-01,"Sentence punctuation checking in Chatting.","Maher Murshed,sadequr_rahman,David Cheung,Peter Palarchio",2017-03-06,,,"Navigate Application Development","UX Design, Features and Bug Review"
558,2017-03-06,1970-01-01,1970-01-01,"Hot key(ctrl+?) to search todo or task","Maher Murshed,sadequr_rahman,David Cheung,Peter Palarchio",2017-03-06,,"If you click ctrl+ s in todo create box, then it will switch to search box.After searching if you again press ctrl+s ,then it will again turn to create todo box.","Navigate Application Development","UX Design, Features and Bug Review"
2292,2017-04-27,2017-05-17,2017-05-17,"Scroll in Left menu bar","Anwar Ali,Maher Murshed,sadequr_rahman",2017-03-26,,,"Navigate Application Development","UX Design, Features and Bug Review"
818,2017-03-13,1970-01-01,1970-01-01,"Add a vertical blue bar on current task & sub-task I am currently on","Maher Murshed,Anwar Ali,sadequr_rahman",2017-03-13,,,"Navigate Application Development","UX Design, Features and Bug Review"
819,2017-03-13,1970-01-01,1970-01-01,"Remember position when I am coming back from Project Properties page","Anwar Ali,Maher Murshed,sadequr_rahman",2017-03-13,,,"Navigate Application Development","UX Design, Features and Bug Review"
820,2017-03-13,1970-01-01,1970-01-01,"Each status should be colored text for better legend. Initiated can be gray, completed green, hold red, in progress blue, waiting for feedback orange ","Anwar Ali,Maher Murshed,sadequr_rahman",2017-03-13,,,"Navigate Application Development","UX Design, Features and Bug Review"
821,2017-03-13,1970-01-01,1970-01-01,"Instead of properties button, sub-task should have option button to keep properties and add another sub-task menu","Anwar Ali,Maher Murshed,sadequr_rahman",2017-03-25,,,"Navigate Application Development","UX Design, Features and Bug Review"
1037,2017-03-25,1970-01-01,1970-01-01,"Project alert in project bar, alert/filter option, each project has marking for alert","Anwar Ali,Maher Murshed,sadequr_rahman",,,,"Navigate Application Development","UX Design, Features and Bug Review"
2622,2017-05-03,2017-05-03,2017-05-03,"Drill down status report for project","sadequr_rahman,Maher Murshed,Anwar Ali",2017-03-26,,,"Navigate Application Development","UX Design, Features and Bug Review"
433,2017-03-01,1970-01-01,1970-01-01,"Branding & Marketing Tasks","sadequr_rahman,Maher Murshed",2017-05-25,,,"Navigate Application Development",
409,2017-03-01,1970-01-01,1970-01-01,"Recruit a Graphic Designer for UX designing","David Cheung,Peter Palarchio",2017-03-23,,,"Navigate Application Development","HR Tasks"
3628,2017-05-09,1970-01-01,1970-01-01,"Test sub task","Anwar Ali",2017-05-09,,,"Navigate Application Development","HR Tasks"
1029,2017-03-23,1970-01-01,1970-01-01,"Android app UX design with documentaion","Anwar Ali,sadequr_rahman,Maher Murshed",2017-03-23,,,"Navigate Application Development","Android App UX Design, Feature & Bug Review"
1030,2017-03-23,1970-01-01,2017-04-25,"Android api development for db communication","Anwar Ali,sadequr_rahman,Maher Murshed",,,,"Navigate Application Development","Android App UX Design, Feature & Bug Review"
405,2017-03-07,1970-01-01,2017-05-08,"iOS App UX Design, Feature & Bug Review","sadequr_rahman,Maher Murshed,Justine Diener",2017-03-23,,,"Navigate Application Development",
4002,2017-05-16,1970-01-01,1970-01-01,test,"Anwar Ali,sadequr_rahman,Maher Murshed",2017-05-16,,,"Navigate Application Development",
